base_addr,cache_line,page_addr,confidence^page_addr,curr_sig^sig_delta,ip_1^ip_2^ip_3,ip^depth,ip^sig_delta,confidence,
,-3,4,3,-16,-2,,-2,,
,-3,2,5,-5,,,8,,
5,3,3,4,5,,-1,-1,,
,6,4,4,-16,,1,-4,,
0,2,2,3,-5,11,-8,-2,,
0,6,6,4,-3,2,-1,-16,,
,3,5,6,-3,,-10,-6,,
,3,5,3,0,,-13,-8,,
,4,1,7,9,,-15,-13,,
-1,7,4,7,-7,-1,-14,-5,,
2,3,10,4,1,,9,-16,,
,1,5,5,-9,,9,9,,
,4,5,6,3,,-16,-16,,
,4,4,5,12,,-7,-16,,
,4,5,3,2,,-15,-16,,
,8,3,4,7,0,-16,-16,,
,1,0,4,-4,,-1,-3,,
,5,9,2,4,,2,-11,,
-1,3,1,5,-3,,-4,-2,,
,6,3,4,2,,10,-11,,
,4,4,4,-10,,-16,-16,,
,4,4,5,12,,-16,-16,,
,7,5,5,-14,,-14,-1,,
,7,6,3,-10,,-14,-16,,
,5,6,9,-16,0,-4,-16,,
,4,4,5,2,,-7,-15,,
3,5,-1,5,-6,,,-2,,
,5,1,3,-8,,,,,
,4,4,6,-5,,,,,
,4,7,3,-9,,,-4,,
,5,1,5,3,0,,-1,,
,5,4,2,-11,,-1,-16,,
,4,2,4,10,,,,,
,7,4,7,-16,,,,,
2,3,5,2,9,,-9,,,
,-1,2,4,3,,-9,15,,
,3,5,1,0,,-16,15,,
,0,-1,3,7,-1,-13,-1,,
,6,1,2,0,0,-10,-8,,
,3,-4,-1,1,,-16,-1,,
,0,3,5,-2,,-16,,,
,6,1,8,2,1,-16,-7,,
8,5,5,8,-14,,5,-7,,
,-1,8,4,-13,,-1,,,
,4,3,6,-16,,1,-9,,
,5,2,3,-6,,3,0,,
,4,6,6,-1,,0,-6,,
,5,8,4,-13,,-5,-8,,
,5,0,6,-3,,5,-3,,
,6,7,2,-8,,-2,-2,,
8,3,2,2,8,,-2,-8,,
,5,4,1,-3,0,-16,-13,,
,4,4,6,0,,-16,-2,,
,4,7,3,5,-1,-12,0,,
,1,1,8,-2,,-1,7,,
,3,5,7,-6,,-4,-1,,
,5,8,1,-16,,-9,5,,
,4,9,7,-5,,-14,15,,
6,2,4,4,9,,13,-2,,
,3,2,3,-7,,2,-10,,
,2,8,5,0,,-3,,,
,5,11,9,10,,1,-3,,
,4,15,0,1,,-2,-16,,
,2,4,6,-1,5,-8,-9,,
,-1,2,5,-16,,-3,-16,,
,3,3,9,0,,-13,-8,,
7,1,4,6,-14,1,7,15,,
1,5,8,-1,-12,,15,3,,
-1,5,7,7,-13,2,-11,-15,,
0,4,1,5,-15,,-13,11,,
-1,6,3,1,-15,4,-12,-6,,
,5,0,3,-16,1,-14,-15,,
,6,0,4,-14,0,-3,-5,,
2,6,1,0,-15,-4,-7,-1,,
7,4,3,3,-1,,-11,-1,,
,8,4,4,-3,1,4,-5,,
,2,2,6,3,-1,-10,-4,,
,5,6,3,4,0,-7,,,
,5,8,5,-16,,3,,,
,6,5,4,-15,,-7,3,,
,5,8,3,-16,-2,-7,1,,
,5,12,5,-15,,-10,2,,
7,1,5,5,-16,,-1,,,
,6,4,7,-10,,-7,,,
,3,4,2,-14,8,-10,-1,,
,5,3,4,-14,9,8,,,
,5,0,3,-16,1,0,,,
,1,7,4,-7,,-9,,,
,7,7,4,-14,-2,-2,,,
,4,2,4,-6,1,-9,,,
7,3,7,5,-15,2,-6,-15,,
,8,-1,7,-13,,1,,,
,4,5,3,-13,0,1,,,
,5,2,4,-14,0,3,-9,,
,5,10,4,-13,0,7,-1,,
,9,5,4,-3,,11,,,
,4,1,5,-14,,7,,,
,4,7,3,-10,,1,,,
3,1,5,5,1,,-5,-1,,
,1,6,6,-2,,-4,,,
,7,1,5,-6,3,-11,,,
,4,4,4,1,0,1,,,
,6,0,4,9,,-1,-2,,
,4,5,6,-5,0,1,-4,,
,4,2,6,-6,,-4,-2,,
,4,3,5,-5,-1,-2,,,
6,-1,3,3,-13,0,,,,
,5,6,4,-10,,,,,
,4,4,3,-10,,,,,
,6,6,5,-7,,,,,
,7,8,3,-7,,,,,
,5,4,6,-7,,,,,
,5,9,2,12,0,,,,
,4,-4,3,6,4,,,,
8,4,5,5,0,2,6,,,
,5,5,3,-4,0,2,,,
,3,1,7,2,2,3,,,
,1,2,-1,8,-1,7,,,
,8,5,7,-3,,-7,,,
,4,1,5,1,-1,6,,,
,2,6,7,6,-4,14,,,
,2,4,2,-6,,6,,,
8,1,2,6,-16,,-2,-7,,
,6,5,6,-15,-2,-10,-2,,
,4,4,3,3,,-7,-2,,
,3,12,6,12,-1,-7,-4,,
,0,5,5,-13,5,-12,,,
,-1,2,3,-3,2,-9,,,
,-5,5,5,3,,-3,,,
,2,5,2,-4,,-10,,,
7,2,2,4,-15,5,1,-13,,
0,-1,1,5,-4,0,-2,-1,,
0,4,2,0,-13,,1,0,,
-1,3,0,6,-11,,7,-1,,
,7,-2,4,-3,,-5,-1,,
1,5,1,4,-12,-4,1,-1,,
-1,5,2,2,-7,-1,-7,,,
-3,9,3,1,-9,0,-4,-1,,
4,4,4,7,12,,-1,,,
,4,1,6,-5,0,-1,0,,
,1,1,2,9,,-1,,,
,3,3,4,11,-1,,,,
,8,6,4,7,,-2,-2,,
,3,2,1,4,,,,,
,2,5,5,-2,2,1,-2,,
,8,5,4,-6,,-2,1,,
8,3,5,8,4,-2,-12,,,
,3,3,4,-9,,-7,,,
,4,4,4,-3,,3,,,
,5,1,0,13,0,-6,,,
,7,-1,6,7,-1,-11,,,
,2,2,2,-15,,-2,,,
,3,7,6,-10,,-9,,,
,1,3,3,-8,2,-6,,,
7,0,2,7,10,,-1,,,
,2,9,0,-16,-1,-1,,,
,6,0,3,-13,2,-1,,,
,4,5,5,12,,,-1,,
,6,4,4,7,,-1,,,
,8,4,3,9,-1,,,,
,4,4,7,-3,,,-5,,
,5,10,3,3,4,,,,
1,3,4,8,8,-2,-4,,,
,-3,4,5,-4,-1,0,,,
,3,7,4,3,7,-1,,,
,2,6,6,6,7,2,,,
,5,3,2,-8,,1,,,
,4,2,5,1,,6,-2,,
,5,2,6,1,2,0,,,
,7,6,5,-7,3,3,,,
6,4,4,1,-1,1,-1,,,
,3,2,4,11,1,0,,,
,5,3,2,0,,-2,,,
,7,1,4,-8,-2,-4,-2,,
,6,7,3,-6,1,-16,,,
,3,3,3,4,,-16,,,
,1,2,2,-14,10,13,,,
,6,4,2,-11,,-13,,,
9,5,1,5,-11,,6,,,
,3,4,4,-6,,-1,,,
,6,1,4,-6,,0,,,
,4,4,2,0,0,1,,,
,6,4,2,-7,-4,-3,,,
,3,2,7,1,,-9,,,
,3,7,3,-2,0,1,,,
,6,2,8,7,0,-1,,,
9,1,3,6,-11,8,-12,,,
,5,2,5,-15,5,-7,,,
,0,8,4,-14,4,-3,-1,,
,6,9,10,-8,,-4,,,
,5,13,8,-8,3,,,,
,5,6,5,-12,4,,,,
,-1,1,5,-1,-3,,,,
,7,0,6,-15,6,,,,
5,2,4,5,3,0,2,0,,
,5,6,6,-4,1,-6,0,,
0,1,7,6,1,5,-3,0,,
0,3,1,5,-2,,8,-1,,
,7,1,8,-4,1,-9,0,,
-1,5,8,3,1,7,7,,,
,6,1,5,-11,0,1,-1,,
0,3,5,4,-4,4,-3,-1,,
5,2,3,6,-10,,,1,,
,8,6,5,7,-2,,-16,,
,3,4,4,-9,6,0,0,,
,4,2,4,-2,2,,3,,
,6,3,4,6,5,-1,15,,
,3,4,4,8,5,-1,,,
,5,3,5,2,-3,-3,-13,,
,3,7,5,9,1,-12,6,,
-1,8,4,2,5,4,,,,
,4,4,6,-16,9,,,,
,4,4,2,-3,6,,,,
,6,3,3,3,1,,-1,,
,6,6,5,5,0,-1,2,,
,7,4,6,8,5,-1,,,
,9,4,5,-16,,,-1,,
,7,2,5,-12,4,-1,15,,
6,6,10,5,8,,3,,,
,8,5,4,-12,-7,-3,,,
,7,2,4,4,2,-5,,,
,6,2,4,3,6,0,,,
,5,3,3,-1,0,-12,,,
,8,4,7,1,1,4,,,
,3,5,5,-10,-3,-10,,,
,6,3,10,-7,0,-13,,,
-9,8,7,6,5,0,,,,
,9,7,3,-15,0,,,,
,6,3,0,6,4,,,,
,5,4,8,4,4,,,,
,9,8,2,-3,,,,,
,13,1,6,3,6,,,,
,11,7,4,-13,-5,,,,
,12,3,5,-8,3,,,,
7,13,3,6,-4,2,,,,
,11,4,5,-10,3,,,,
,10,3,2,7,0,-16,,,
,10,4,4,-3,,-1,,,
,9,5,3,-11,,-16,,,
,10,2,3,0,-2,-16,,,
,12,4,3,5,4,-16,,,
,9,6,4,-12,,-16,,,
8,11,6,3,9,0,-16,,,
,13,6,7,-2,,-12,,,
,14,3,3,3,1,-14,,,
,11,2,3,9,0,-16,,,
,7,-1,5,12,5,7,,,
,11,3,1,7,1,-8,,,
,13,4,8,-16,-2,-13,-1,,
,5,9,1,-15,1,-10,,,
7,-2,7,3,13,0,,,,
,-5,4,3,-6,,,,,
,-5,4,4,-2,,,,,
,-6,10,4,4,,,,,
,-9,12,2,3,-14,4,15,,
,-14,2,1,1,0,,4,,
,3,5,6,-3,,0,,,
,2,3,4,-13,0,15,0,,
1,2,1,3,4,,-13,-16,,
,3,1,4,-6,,-16,-5,,
,4,9,3,-1,0,-16,-16,,
-2,3,0,2,-3,2,-16,-16,,
-1,4,4,7,-3,0,,-1,,
0,4,5,5,7,,-2,0,,
-4,5,7,3,-9,0,-4,0,,
,7,-1,5,-8,-2,-6,0,,
6,7,5,3,15,10,-7,-2,,
,3,4,5,-16,2,-14,,,
,4,0,5,8,-1,-9,-2,,
,4,5,1,12,0,-7,-8,,
,4,8,6,4,,-16,-3,,
,2,5,5,9,,-14,2,,
,6,6,4,-13,0,15,-16,,
,4,0,5,8,0,-14,-2,,
8,5,6,3,6,-1,2,,,
,4,3,4,8,0,-7,,,
,3,4,6,-5,2,1,1,,
,6,5,4,5,-1,-2,,,
,6,2,7,-15,-3,-11,-16,,
,4,5,4,12,7,-1,,,
,4,8,1,-16,0,10,-16,,
,4,2,7,-1,0,9,6,,
5,7,8,7,5,2,-16,-7,,
,3,7,8,1,,-16,-16,,
,6,5,4,-8,-1,-15,-16,,
,5,2,7,3,2,-13,-15,,
,6,2,5,-13,,7,,,
,6,3,5,5,,-6,14,,
,3,5,5,-14,-2,-3,10,,
,6,1,5,-13,1,-14,15,,
2,3,5,3,-1,2,2,11,,
,6,4,7,-12,0,-2,11,,
,5,0,4,8,,-1,,,
,5,4,5,2,1,5,13,,
,6,5,4,-2,3,9,-16,,
,2,0,6,5,3,4,-16,,
,6,5,2,-14,0,-1,-1,,
,6,3,5,-15,0,7,-16,,
5,8,0,5,-6,4,4,,,
,7,6,5,-16,1,-9,,,
,2,3,3,-7,-2,-5,-15,,
,2,6,7,-16,1,-15,,,
,5,3,5,-12,-11,-14,,,
,3,9,3,3,6,-10,,,
,4,4,3,7,2,-3,-1,,
,5,4,2,-3,3,-1,-1,,
5,1,4,5,5,3,5,,,
,2,4,8,-13,2,6,,,
,4,2,5,6,,4,,,
,3,1,5,6,,3,,,
,3,6,4,-1,,-3,,,
,2,3,7,-16,,-1,,,
,4,4,6,-16,0,3,,,
,2,5,3,-6,0,9,,,
-1,6,9,6,1,1,0,,,
,6,7,6,0,7,-1,-5,,
,1,4,5,2,4,-2,-1,,
,2,10,8,0,0,5,,,
,8,15,6,2,0,0,-16,,
,2,7,11,-7,,4,-16,,
,1,4,7,-14,0,-1,-16,,
,-1,6,7,-16,3,-2,-4,,
7,7,5,4,-14,9,-9,0,,
-1,1,0,2,5,6,-2,-1,,
,2,3,3,-6,2,1,,,
-1,2,1,2,-4,6,2,0,,
0,4,2,3,-1,2,1,-1,,
0,7,2,6,-5,7,10,-1,,
,7,3,4,-12,2,6,-1,,
,5,2,9,-4,-1,0,-1,,
10,6,3,6,6,1,-5,-4,,
,7,7,3,-12,-1,0,-3,,
,6,2,7,7,11,11,,,
,3,3,4,6,1,4,-1,,
,5,7,3,-5,5,4,,,
,4,3,2,7,3,-2,3,,
,3,4,3,2,0,-2,,,
,4,3,5,-4,0,-8,0,,
8,4,2,3,0,0,2,1,,
,2,7,5,-11,8,-1,1,,
,5,2,3,-1,2,-9,,,
,5,5,6,3,8,-5,1,,
,3,4,0,-9,4,4,,,
,4,0,8,-4,6,-4,,,
,6,4,9,-16,-2,0,,,
,0,5,2,-16,5,2,,,
3,3,3,5,-3,5,-4,,,
,3,5,4,-2,4,-4,,,
,5,6,3,-9,8,-5,,,
,6,1,3,4,1,0,,,
,6,7,4,-16,-2,4,,,
,6,4,2,-16,8,0,,,
,4,6,4,-5,4,2,,,
,7,7,7,-16,4,,,,
5,2,5,1,7,1,-6,0,,
,3,6,4,-3,2,9,-3,,
,4,8,6,-5,7,0,0,,
,5,4,8,2,7,1,-1,,
,2,5,2,-3,5,-6,-1,,
,4,3,8,-4,1,-3,0,,
,3,4,3,-9,4,11,-5,,
,5,6,5,-7,3,-11,,,
6,7,5,2,-16,3,-5,,,
,6,6,5,-16,4,-1,15,,
,5,5,7,-3,3,-4,15,,
,5,7,3,4,3,5,15,,
,0,2,-1,-2,2,3,-2,,
,5,0,1,2,1,13,,,
,3,0,1,-1,0,0,-2,,
,6,2,4,-1,1,6,-1,,
7,2,2,4,8,5,2,,,
,3,3,6,1,1,11,,,
,2,6,6,-5,0,3,,,
,6,4,4,0,-1,-3,,,
,3,5,9,0,6,-5,,,
,3,4,2,4,1,-2,,,
,2,8,5,-16,7,2,-2,,
,-2,2,5,-10,1,-1,-13,,
4,9,4,3,-3,3,0,,,
,2,3,5,-6,4,-1,-4,,
,3,3,4,-3,2,0,-1,,
,6,15,3,1,8,-1,-1,,
,-2,10,10,-7,1,,,,
,4,8,4,4,3,-1,-1,,
,6,5,5,-7,5,-2,-6,,
,4,6,6,-12,0,-1,-1,,
10,-1,3,5,-9,6,0,15,,
0,3,3,3,3,3,5,-15,,
2,6,7,1,5,7,2,11,,
,5,3,6,13,-1,-2,-16,,
0,4,3,6,-2,0,-13,-16,,
5,6,3,2,12,-1,-4,-16,,
,4,3,3,2,4,-5,-15,,
0,1,1,5,-2,8,1,5,,
4,2,2,8,-5,2,-8,-16,,
,3,4,2,4,8,-8,-16,,
,2,3,2,4,4,-7,7,,
,0,5,2,9,3,-2,,,
,4,2,5,-6,2,4,-16,,
,6,6,3,6,4,5,-6,,
,0,2,2,-8,5,-2,-16,,
,5,5,5,-1,3,-5,-16,,
9,7,0,3,2,1,,,,
,5,6,3,-9,0,,,,
,6,1,5,0,-1,-1,,,
,4,3,4,3,4,-1,,,
,4,1,4,-8,1,,,,
,7,3,4,-2,6,,,,
,5,3,7,-14,6,,,,
,7,2,4,-5,2,,,,
3,6,3,5,-11,7,-8,,,
,2,-1,0,-15,1,-16,,,
,4,6,6,-10,2,-16,,,
,7,7,4,-8,5,-16,,,
,5,3,3,-3,-1,,,,
,4,6,5,-5,4,0,,,
,6,4,7,-9,5,0,1,,
,6,8,5,-7,1,-4,,,
2,8,4,6,13,4,5,,,
,-1,5,4,2,5,3,10,,
,8,8,4,-9,9,-2,8,,
,4,2,6,1,6,-2,12,,
,6,5,5,1,3,-7,-15,,
,6,4,8,8,-1,4,8,,
,4,6,3,-3,4,2,9,,
,3,4,4,2,3,-3,-4,,
6,4,5,3,1,-3,2,9,,
,4,1,6,1,4,0,15,,
,6,4,4,4,-1,-6,-16,,
,4,3,4,-6,1,-1,-16,,
,3,1,5,-14,4,2,-16,,
,2,2,8,-16,7,-7,-16,,
,2,1,7,-6,5,3,-8,,
,3,6,4,-4,6,6,11,,
11,5,3,5,-6,1,3,,,
,4,3,4,1,-1,-5,,,
,4,3,2,3,5,-1,,,
,5,2,6,3,4,5,-13,,
,5,3,4,-11,7,-1,,,
,1,4,4,1,7,0,,,
,5,5,2,0,7,6,,,
,6,3,3,1,1,0,,,
2,4,3,6,-3,2,,,,
,5,7,3,-6,1,0,,,
,3,4,5,0,6,,,,
,3,15,2,15,1,,,,
,6,13,1,0,8,,,,
,5,2,5,3,1,,,,
,1,6,4,-14,4,,,,
,3,6,7,1,1,,7,,
6,5,8,5,2,6,-9,12,,
1,3,6,5,6,-2,-16,15,,
1,3,2,4,-14,5,1,-7,,
,4,2,7,-9,7,-2,-16,,
,4,1,5,,11,-13,-13,,
-1,1,0,5,-12,4,-12,-7,,
,5,4,7,1,5,-16,-14,,
,5,-1,3,-1,-1,-15,-15,,
7,5,4,5,7,9,-3,-11,,
,3,4,6,10,0,0,-14,,
,5,0,4,5,2,10,-16,,
,6,7,2,9,4,-8,10,,
,7,3,5,5,9,3,-16,,
,5,5,8,1,2,2,-16,,
,6,5,9,-1,1,-5,-3,,
,3,2,1,5,6,11,-4,,
6,4,2,8,-1,2,14,-16,,
,5,4,3,-16,2,-5,-15,,
,6,5,5,13,-3,-3,-10,,
,7,2,3,-2,5,1,-5,,
,-1,7,7,1,3,0,-2,,
,1,7,5,2,0,0,-14,,
,4,0,7,-16,6,2,-15,,
,4,1,2,-6,3,-13,-16,,
3,3,4,2,5,4,-6,,,
,6,4,2,0,4,-3,-16,,
,5,3,5,-4,4,,-2,,
,4,1,5,10,7,,,,
,4,3,5,1,1,-10,-15,,
,8,3,5,8,4,-8,-2,,
,4,6,2,2,3,-7,-1,,
,5,3,6,-4,6,-9,-14,,
1,3,-2,9,7,4,-4,-16,,
,1,3,4,-5,6,-13,-16,,
,4,3,7,-4,2,5,-16,,
,1,2,6,3,5,-2,-13,,
,0,8,7,6,6,2,10,,
,7,4,9,2,6,4,-16,,
,2,5,6,3,6,-3,-16,,
,2,1,7,1,5,9,-11,,
13,4,3,4,-5,-1,-16,-16,,
,5,2,9,-10,5,-16,-1,,
,6,5,7,-6,0,-16,-16,,
,6,5,4,8,4,-16,-16,,
,6,2,6,5,-1,-7,-16,,
,6,6,3,-1,5,-16,-16,,
,5,0,7,0,5,-1,-10,,
,4,3,6,4,1,,-16,,
5,3,2,1,6,4,-5,-16,,
,5,3,3,2,7,-1,-11,,
,5,3,4,0,4,0,0,,
,4,3,3,-2,0,1,-16,,
,4,9,1,0,0,6,-15,,
,2,8,7,-10,8,7,-1,,
,-1,4,3,-1,7,7,-16,,
,3,3,4,-1,6,-2,-16,,
0,0,2,8,5,8,-1,-10,,
,3,0,3,2,9,-9,-8,,
,-1,2,4,-1,10,-4,3,,
,4,13,4,9,3,-3,-1,,
,2,11,2,-1,7,,0,,
,1,2,7,0,2,-1,,,
,1,2,4,-1,4,,2,,
,0,-3,6,-3,3,,,,
10,2,3,0,0,2,-5,6,,
0,0,5,5,-16,3,-11,5,,
0,3,6,5,5,4,-6,13,,
-1,1,4,9,-3,3,-15,-9,,
1,2,3,8,-2,4,-4,0,,
1,7,4,2,0,5,-4,-16,,
,7,4,3,-2,5,-4,-9,,
,6,7,5,0,4,-1,-4,,
9,5,5,5,2,5,0,-16,,
,5,9,5,-13,2,-6,-16,,
,2,11,6,11,7,-4,-16,,
,8,7,7,2,2,-14,-16,,
,6,6,5,9,0,-2,-16,,
,3,1,6,14,2,-4,7,,
,8,5,1,12,-1,,-16,,
,3,8,5,11,5,-2,-16,,
5,5,4,5,10,4,1,-16,,
,3,3,8,3,3,0,-11,,
,3,1,2,2,0,-3,-9,,
,3,6,6,7,-1,0,-1,,
,4,3,6,-6,5,-6,-4,,
,5,3,8,-4,0,-6,-3,,
,4,4,5,1,7,4,-15,,
,3,6,3,0,6,-12,-6,,
6,8,1,6,-4,7,-1,-15,,
,7,6,7,-1,3,-1,-14,,
,4,5,6,1,2,-7,-15,,
,3,2,4,3,2,-9,-15,,
,4,2,4,12,8,,-14,,
,4,5,6,3,8,,-1,,
,1,3,10,-1,1,,-8,,
,4,3,9,4,0,,-6,,
-1,5,10,1,2,3,9,-16,,
,5,4,1,-7,3,4,-15,,
,3,6,-2,-1,5,4,-16,,
,2,4,-5,8,3,0,-12,,
,4,6,0,1,3,0,-16,,
,3,6,0,7,8,-7,-16,,
,3,3,-1,-2,3,1,-16,,
,7,6,-3,-5,3,0,-16,,
7,5,8,2,12,4,-16,-16,,
,3,7,0,9,3,-6,-16,,
,6,8,-1,12,0,,-16,,
,2,8,-1,9,2,,-16,,
,1,6,-1,3,5,-16,-3,,
,3,7,3,3,1,-16,-16,,
,2,6,2,4,2,-16,-16,,
,5,11,-2,3,2,-16,-16,,
1,3,13,-1,-15,-2,-5,-16,,
,2,8,-5,-16,4,-9,-1,,
,6,6,-7,-5,6,-4,4,,
,5,-6,0,-3,2,3,-14,,
,8,1,-3,-3,7,-15,-16,,
,4,9,-2,-3,5,-16,-15,,
,3,7,-2,-3,8,-16,-16,,
,4,7,-2,-6,5,-16,-16,,
12,4,6,-5,-3,3,-16,-16,,
,3,14,-3,-2,6,-16,-16,,
,3,4,-1,-1,4,-16,-4,,
,1,-5,0,-7,5,-16,-16,,
,2,0,0,0,4,-15,-16,,
,2,8,-4,-2,-2,-8,-16,,
,3,7,-1,-10,2,-16,-16,,
,0,0,-3,-1,5,-16,-16,,
9,2,3,4,,3,,-13,,
0,2,3,4,,6,,-11,,
-1,5,3,6,,-1,,7,,
,5,11,3,,4,,-16,,
,2,-2,2,,-1,,-16,,
0,7,5,0,,5,,-16,,
,3,4,1,,3,,-16,,
,2,2,3,,4,,-14,,
7,3,6,4,,4,,-2,,
,5,3,4,,2,,0,,
,2,0,3,,2,,-1,,
,4,2,5,,4,,6,,
,6,6,5,,6,,-2,,
,5,2,4,,4,,3,,
,3,-1,5,,-1,,2,,
,6,2,2,,7,,-3,,
3,6,3,1,,1,,-1,,
,2,4,3,,5,,1,,
,5,6,2,,7,,-9,,
,5,1,4,,4,,6,,
,5,3,5,,9,,-5,,
,4,8,3,,-2,,10,,
,8,-1,1,,4,,5,,
,6,7,3,,1,,0,,
2,5,1,6,,3,,-1,,
,3,5,0,,4,,5,,
,4,3,2,,3,,7,,
,4,6,4,,2,,3,,
,1,2,7,,8,,-16,,
,5,6,2,,3,,-1,,
,6,3,3,,3,,-1,,
,6,5,3,,6,,-16,,
6,1,2,3,,4,,-9,,
,5,6,4,,7,,-2,,
,3,7,4,,2,,-3,,
,5,7,3,,2,,-3,,
,6,5,4,,1,,10,,
,7,3,4,,3,,14,,
,5,3,6,,-1,,6,,
,5,4,3,,0,,-2,,
8,5,7,7,,7,,4,,
,5,2,3,,5,,10,,
,7,3,4,,2,,4,,
,4,2,3,,0,,3,,
,4,1,2,,8,,-9,,
,2,2,6,,1,,-9,,
,4,6,3,,0,,-1,,
,4,0,3,,3,,-9,,
15,3,-1,5,,7,,-3,,
,3,7,2,,-3,,1,,
,1,1,5,,7,,-9,,
,2,1,1,,3,,-9,,
,7,9,7,,1,,9,,
,8,3,5,,8,,0,,
,2,2,3,,2,,-2,,
,2,4,6,,6,,-2,,
5,4,4,4,,4,,3,,
,4,6,2,,3,,0,,
,5,8,5,,5,,6,,
,2,12,4,,0,,-2,,
,0,13,6,,10,,3,,
,0,5,8,,7,,6,,
,0,5,5,,5,,-1,,
,2,5,5,,7,,0,,
6,0,6,4,,-2,,-7,,
,1,5,5,,0,,13,,
-1,3,3,5,,2,,5,,
,1,6,3,,8,,8,,
0,7,5,5,,5,,-10,,
,5,4,6,,3,,-5,,
0,5,5,6,,3,,3,,
,6,5,4,,1,,14,,
5,7,2,4,,1,,-5,,
,7,3,1,,5,,0,,
,6,6,6,,7,,-3,,
,1,4,1,,4,,-8,,
,6,1,2,,3,,6,,
,6,-2,2,,4,,7,,
,3,3,6,,3,,14,,
,4,5,4,,2,,-2,,
4,2,5,4,,8,,11,,
,3,4,6,,6,,12,,
,3,4,6,,6,,10,,
,2,4,8,,3,,15,,
,3,4,2,,4,,1,,
,4,2,7,,8,,-1,,
,6,3,3,,4,,-3,,
,5,7,4,,3,,-15,,
14,5,7,2,,1,,4,,
,6,3,3,,1,,-16,,
,9,4,4,,5,,14,,
,3,2,7,,7,,4,,
,5,6,4,,4,,-1,,
,8,6,7,,-2,,-16,,
,5,1,4,,6,,,,
,4,3,3,,3,,-6,,
-2,4,3,5,,3,,-16,,
,2,-2,2,,4,,-5,,
,3,4,3,,3,,15,,
,2,1,5,,4,,15,,
,4,6,2,,4,,-12,,
,4,4,3,,7,,-4,,
,3,8,2,,7,,-7,,
,4,3,6,,8,,-3,,
8,5,0,2,,3,,7,,
,5,8,2,,4,,11,,
,4,0,7,,3,,-3,,
,7,2,1,,5,,-4,,
,-1,7,2,,3,,10,,
,5,5,2,,1,,-4,,
,4,6,5,,5,,-1,,
,2,1,10,,1,,-9,,
7,2,0,5,,-4,,-16,,
,4,1,5,,4,,10,,
,3,5,3,,9,,8,,
,2,1,7,,3,,14,,
,5,5,8,,2,,0,,
,5,4,6,,4,,3,,
,7,-1,1,,6,,-3,,
,5,6,1,,4,,-6,,
0,7,6,4,,6,,2,,
,2,1,3,,4,,-15,,
,2,2,11,,2,,-16,,
,3,13,5,,9,,-5,,
,3,11,5,,9,,-16,,
,4,2,5,,3,,-16,,
,1,4,7,,2,,-13,,
,2,5,6,,1,,-16,,
7,3,3,4,,7,,-6,,
,4,3,5,,2,,-1,,
-1,5,5,5,,0,,-3,,
,2,8,4,,5,,-1,,
,2,4,1,,1,,-10,,
,5,7,7,,2,,-16,,
,3,2,5,,1,,1,,
0,3,3,6,,2,,2,,
4,2,6,1,,1,,-16,,
,2,3,4,,3,,-16,,
,6,2,6,,2,,-16,,
,7,4,-2,,9,,-16,,
,3,4,3,,-2,,-12,,
,6,2,6,,-3,,-13,,
,5,3,1,,0,,-16,,
,7,1,2,,5,,-10,,
8,8,7,5,,5,,-1,,
,3,4,5,,5,,-5,,
,4,9,5,,5,,-12,,
,6,-2,6,,-2,,-7,,
,8,2,3,,1,,-1,,
,5,5,3,,4,,-1,,
,4,4,5,,3,,,,
,5,7,7,,2,,3,,
5,4,4,6,,4,,-16,,
,7,3,5,,2,,0,,
,5,7,5,,3,,3,,
,5,10,9,,7,,,,
,6,5,2,,4,,-5,,
,8,2,6,,3,,,,
,3,4,5,,5,,-4,,
,6,5,2,,2,,-1,,
5,2,6,-1,,4,,-1,,
,4,5,5,,2,,,,
,3,5,4,,5,,7,,
,3,2,3,,-3,,-1,,
,3,7,6,,2,,8,,
,2,6,2,,-1,,11,,
,2,6,2,,8,,-12,,
,3,1,7,,4,,-15,,
6,3,4,7,,4,,-3,,
,1,6,3,,-1,,-16,,
,6,4,3,,4,,,,
,1,6,5,,1,,-3,,
,3,2,1,,3,,-16,,
,2,-1,4,,1,,-4,,
,-2,4,4,,1,,9,,
,1,1,7,,0,,13,,
11,8,3,8,,3,,,,
,2,4,8,,1,,,,
,5,6,6,,4,,-4,,
,2,0,1,,3,,,,
,2,5,1,,5,,,,
,7,4,7,,2,,,,
,4,2,3,,5,,,,
,4,0,7,,6,,-1,,
8,6,4,5,,7,,,,
,5,9,8,,-2,,14,,
,4,3,8,,8,,15,,
,5,12,3,,4,,15,,
,2,10,3,,4,,-8,,
,3,4,5,,7,,-1,,
,1,3,6,,6,,,,
,-3,8,6,,-1,,-4,,
9,-1,5,4,,8,,-16,,
,5,4,5,,1,,-16,,
,3,4,3,,3,,-16,,
1,0,1,1,,5,,-3,,
0,6,4,3,,2,,-14,,
1,5,4,2,,0,,-16,,
0,3,2,4,,2,,-16,,
,6,5,4,,4,,-16,,
5,8,7,3,,3,,,,
,3,0,5,,3,,-2,,
,6,1,4,,5,,,,
,9,3,7,,8,,-16,,
,7,6,7,,2,,-5,,
,3,6,7,,4,,,,
,5,4,3,,2,,,,
,2,4,5,,6,,,,
2,3,5,1,,4,,,,
,7,5,5,,1,,-2,,
,3,4,3,,1,,-5,,
,2,3,6,,11,,-4,,
